"","Cell","Mutation","MOI","dataSet","COMB_maximum_x","COMB_maximum_y","COMB_midPoint1_x","COMB_midPoint1_y","COMB_midPoint2_x","COMB_midPoint2_y","COMB_slope1","COMB_slope2","COMB_finalAsymptoteIntensity","COMB_incrementTime","COMB_startPoint_x","COMB_startPoint_y","COMB_reachMaximum_x","COMB_reachMaximum_y","COMB_decrementTime","COMB_startDeclinePoint_x","COMB_startDeclinePoint_y","COMB_endDeclinePoint_x","COMB_endDeclinePoint_y","Dirt","Dried_wells","Out_of_focus","Multiple_infections","DDOM","decision_bio","dataSet_bio","decision"
"1","44","WT","50","SCV028",NA,0.112007810126702,17.2906809711017,0.056003905063351,NA,NA,0.210014643987566,NA,NA,0.533333333333333,17.024014304435,0,17.5573476377684,0.112007810126702,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"2","53","WT","50","SCV028",NA,0.63076941512681,11.2542828557056,0.315384707563405,NA,NA,0.0486477874831938,NA,NA,12.9660452768735,4.77126021726882,0,17.7373054941423,0.63076941512681,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"3","70","WT","50","SCV028",NA,2.26320035616738,10.7592944748842,1.13160017808369,NA,NA,0.429152524479631,NA,NA,5.27365033891301,8.12246930542774,0,13.3961196443407,2.26320035616738,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"4","80","WT","50","SCV028",NA,2.12896217744059,14.4056241707033,1.06448108872029,NA,NA,0.148415806873467,NA,NA,14.3445783996286,7.23333497088895,0,21.5779133705176,2.12896217744059,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"5","115","WT","50","SCV028",NA,0.175791985421859,23.4766929169813,0.0878959927109294,NA,NA,0.329609972665985,NA,NA,0.533333333333333,23.2100262503146,0,23.7433595836479,0.175791985421859,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"6","138","WT","50","SCV028",NA,1.23177414330991,22.6904057683884,0.615887071654957,NA,NA,0.394241145054042,NA,NA,3.12441803389411,21.1281967514413,0,24.2526147853354,1.23177414330991,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"7","143","WT","50","SCV028",NA,1.02910954402884,10.563401438672,0.514554772014422,NA,NA,0.345538153378917,NA,NA,2.97828049946289,9.07426118894059,0,12.0525416884035,1.02910954402884,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"8","162","WT","50","SCV028",NA,0.319001496414169,18.5099200805653,0.159500748207084,NA,NA,0.0572201922724466,NA,NA,5.57498120410509,15.7224294785127,0,21.2974106826178,0.319001496414169,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"9","163","WT","50","SCV028",NA,0.115514468369769,22.8593504094005,0.0577572341848846,NA,NA,0.216589628193317,NA,NA,0.533333333333333,22.5926837427338,0,23.1260170760672,0.115514468369769,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"10","171","WT","50","SCV028",NA,0.550490505137996,7.78396768407473,0.275245252568998,NA,NA,0.26046040064058,NA,NA,2.11352859699252,6.72720338557847,0,8.84073198257099,0.550490505137996,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"11","197","WT","50","SCV028",NA,1.6572652259073,17.1738824061021,0.828632612953652,NA,NA,0.194597695290057,NA,NA,8.51636615447614,12.915699328864,0,21.4320654833401,1.6572652259073,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"12","249","WT","50","SCV028",NA,0.261789992009823,22.4262095986595,0.130894996004911,NA,NA,0.144857357259681,NA,NA,1.80722606681634,21.5225965652513,0,23.3298226320677,0.261789992009823,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
