"","Cell","Mutation","MOI","dataSet","COMB_maximum_x","COMB_maximum_y","COMB_midPoint1_x","COMB_midPoint1_y","COMB_midPoint2_x","COMB_midPoint2_y","COMB_slope1","COMB_slope2","COMB_finalAsymptoteIntensity","COMB_incrementTime","COMB_startPoint_x","COMB_startPoint_y","COMB_reachMaximum_x","COMB_reachMaximum_y","COMB_decrementTime","COMB_startDeclinePoint_x","COMB_startDeclinePoint_y","COMB_endDeclinePoint_x","COMB_endDeclinePoint_y","Dirt","Dried_wells","Out_of_focus","Multiple_infections","DDOM","decision_bio","dataSet_bio","decision"
"1","5","WT","50","SCV028",14.2095454913334,0.748274608934242,8.02480775920135,0.374137301171582,18.5000514043492,0.374136101048065,0.305518875737265,-0.458105690460953,0,2.44919272869324,6.80021139485473,0,9.24940412354796,0.748274608934242,1.63341042147134,17.6833461936135,0.748274608934242,19.3167566150849,0,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
"2","7","WT","50","SCV028",17.0890711007616,0.583957806850719,7.09941641893656,0.291969860425334,21.212266704528,0.291953778790557,0.438865556566063,-1.09492087969204,0,1.33060751319821,6.43411266233745,0,7.76472017553566,0.583957806850719,0.533333337304668,20.9456000358756,0.583957806850719,21.4789333731803,0,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
"3","8","WT","50","SCV028",19.0310357624016,1.41301820806012,8.17018796294561,0.706509070646792,22.296383728762,0.739672167027601,0.755706569433023,-2.52504762873936,0.0663261394894228,1.86979743886605,7.23528924351259,0,9.10508668237864,1.41301820806012,0.533333333297572,22.0297170621132,1.41301820806012,22.5630503954107,0.0663261394894228,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
"4","10","WT","50","SCV028",11.8462640590997,3.34258970034252,6.12146417761616,1.67130793820584,14.2966570903177,1.68191496565779,2.55152925940731,-6.22753125036901,0.0212398196857054,1.31003385049128,5.46644725237051,0,6.7764811028618,3.34258970034252,0.533333314137927,14.0299904332488,3.34258970034252,14.5633237473867,0.0212398196857054,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
"5","15","WT","50","SCV028",14.6248981972255,0.440731742509958,5.89477273676705,0.220365935034678,17.1832052460002,0.220362181270926,0.22582099209074,-0.826372034683452,0,1.95168632654338,4.91892957349536,0,6.87061590003874,0.440731742509958,0.533333322053648,16.9165385849733,0.440731742509958,17.449871907027,0,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
"6","53","WT","50","SCV028",NA,0.630743424649838,11.2537564674577,0.315371712324919,NA,NA,0.0486512947309886,NA,NA,12.9645763414408,4.77146829673727,0,17.7360446381781,0.630743424649838,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"7","70","WT","50","SCV028",NA,2.26320047986864,10.7592980808926,1.13160023993432,NA,NA,0.429153287863206,NA,NA,5.2736412463186,8.12247745773328,0,13.3961187040519,2.26320047986864,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"8","80","WT","50","SCV028",NA,2.12894957772317,14.4055605730425,1.06447478886158,NA,NA,0.148416637103091,NA,NA,14.344413263079,7.23335394150299,0,21.577767204582,2.12894957772317,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","MOI_50","sigmoidal"
"9","107","WT","50","SCV028",13.9869928074077,2.20385751673137,6.3774348635912,1.10192536697186,20.8851143206218,1.84926433941139,0.677537141359948,-0.243359573148805,1.4946714201078,3.25274790442898,4.75106091137671,0,8.00380881580569,2.20385751673137,2.91414916392022,19.4280397386617,2.20385751673137,22.3421889025819,1.4946714201078,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
"10","112","WT","50","SCV028",13.6620830638916,2.95817683770428,7.34904904456326,1.47908903667457,20.6630940342636,2.39163914973934,0.905098635411994,-0.307787981538669,1.8251014909754,3.26834747282294,5.71487530815179,0,8.98322278097473,2.95817683770428,3.68135019783587,18.8224189353457,2.95817683770428,22.5037691331815,1.8251014909754,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
"11","117","WT","50","SCV028",21.4287557979554,0.68457509811561,7.61202266309035,0.342287548783428,22.7354818472349,0.426665144600157,0.0883304047201901,-0.967543476890672,0.168755080513759,7.75016372090881,3.73694080263595,0,11.4871045235448,0.68457509811561,0.533123347861852,22.4689201733039,0.68457509811561,23.0020435211658,0.168755080513759,0,0,0,0,0,"infection&lysis","MOI_50","double_sigmoidal"
