"","Cell","Mutation","MOI","dataSet","COMB_maximum_x","COMB_maximum_y","COMB_midPoint1_x","COMB_midPoint1_y","COMB_midPoint2_x","COMB_midPoint2_y","COMB_slope1","COMB_slope2","COMB_finalAsymptoteIntensity","COMB_incrementTime","COMB_startPoint_x","COMB_startPoint_y","COMB_reachMaximum_x","COMB_reachMaximum_y","COMB_decrementTime","COMB_startDeclinePoint_x","COMB_startDeclinePoint_y","COMB_endDeclinePoint_x","COMB_endDeclinePoint_y","Dirt","Dried_wells","Out_of_focus","Multiple_infections","DDOM","decision_bio","dataSet_bio","decision"
"1","75","WT","50","SCV038",NA,1.1859877785686,10.8247078529072,0.592993889284301,NA,NA,0.0958656662093393,NA,NA,12.3713507188151,4.63903249349966,0,17.0103832123148,1.1859877785686,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"2","139","WT","50","SCV038",16.4416372478392,1.4747488144148,8.10223511162376,0.7373741727528,21.4271517119326,0.787842119510135,0.564212064727935,-0.917704218760436,0.100891944643215,2.61382006272045,6.79532508026354,0,9.40914514298398,1.4747488144148,1.49705846577374,20.6786224790457,1.4747488144148,22.1756809448195,0.100891944643215,0,0,0,0,0,"infection&lysis","WT_50","double_sigmoidal"
"3","172","WT","50","SCV038",NA,0.733093010461249,14.7735496498002,0.366546505230624,NA,NA,0.154170737694428,NA,NA,4.75507234008484,12.3960134797578,0,17.1510858198427,0.733093010461249,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"4","174","WT","50","SCV038",13.8675603083936,1.3276107565399,9.64422370895788,0.663805077160981,21.2346946753469,0.663805384128584,0.27694260311036,-0.119780735167533,0,4.79381193658694,7.24731774066441,0,12.0411296772513,1.3276107565399,11.0836751392703,15.6928571057117,1.3276107565399,26.776532244982,0,0,0,0,0,0,"infection&lysis","WT_50","double_sigmoidal"
"5","208","WT","50","SCV038",NA,1.02106750270185,10.0415664221651,0.510533751350925,NA,NA,0.178300239290127,NA,NA,5.72667488707285,7.17822897862868,0,12.9049038657015,1.02106750270185,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"6","233","WT","50","SCV038",14.5117754321989,1.78243543854378,9.44690539128259,0.891213599375317,19.6825434254539,0.89869566515894,0.674650009929722,-0.653195882311756,0.0149539393485996,2.64201498897103,8.12589789679707,0,10.7679128857681,1.78243543854378,2.70589810355174,18.329594373678,1.78243543854378,21.0354924772297,0.0149539393485996,0,0,0,0,0,"infection&lysis","WT_50","double_sigmoidal"
"7","332","WT","50","SCV038",18.9814709532616,1.16914358501668,9.83521348940256,0.584571793043657,21.2690464363667,0.58457188518719,0.50114675757736,-2.19214462869137,0,2.33293654471306,8.66874521704603,0,11.0016817617591,1.16914358501668,0.533333234365388,21.002379819184,1.16914358501668,21.5357130535493,0,0,0,0,0,0,"infection&lysis","WT_50","double_sigmoidal"
"8","344","WT","50","SCV038",13.2987480066391,1.44952188232015,7.75554814755849,0.724760733712929,16.656370356985,0.724760283673521,0.5792057089495,-1.01679527949502,0,2.50260289206945,6.50424670152377,0,9.00684959359322,1.44952188232015,1.42557888647954,15.9435809137452,1.44952188232015,17.3691598002247,0,0,0,0,0,0,"infection&lysis","WT_50","double_sigmoidal"
"9","363","WT","50","SCV038",11.4757189991994,1.34182437026046,8.75454183802958,0.67091793199959,18.3951692375749,1.01801382785056,0.408568557412151,-0.0426581251729748,0.694203291953326,3.28420860077803,7.11243753764056,0,10.3966461384186,1.34182437026046,15.1816582580948,11.4757189991994,1.34182437026046,25.9859983666223,0.694203291953326,0,0,0,0,0,"infection&lysis","WT_50","double_sigmoidal"
"10","370","WT","50","SCV038",14.5032065537399,1.53235561941674,9.87119181211814,0.766177747052915,20.593005421723,1.13645889279854,0.442145202980693,-0.162575316875468,0.740562580578657,3.46572937823697,8.13832712299965,0,11.6040565012366,1.53235561941674,4.87031521177713,18.1578478158344,1.53235561941674,23.0281630276115,0.740562580578657,0,0,0,0,0,"infection&lysis","WT_50","double_sigmoidal"
